_ws.col.No.,_ws.col.Time,timestamp,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.ack,tcp.seq,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.reset,tcp.options.mptcp.rawdataseqno,tcp.window_size,tcp.len,tcp.hdr_len,tcp.analysis.lost_segment,tcp.analysis.ack_rtt,tcp.analysis.retransmission,tcp.analysis.fast_retransmission,tcp.analysis.spurious_retransmission,tcp.analysis.bytes_in_flight
3489,2017-12-22 15:21:48.262808853,1513927308.2628088,192.168.82.72,222.29.98.225,TCP,59027,40002,343892610,3156777493,0,1,0,0,,3145728,0,32,,0.000002989,,,,
3490,2017-12-22 15:21:48.263666724,1513927308.2636666,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343892610,0,1,0,0,,29056,1358,32,,,,,,1358
3491,2017-12-22 15:21:48.263706318,1513927308.2637062,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343893968,0,1,0,0,,29056,1358,32,,,,,,2716
3492,2017-12-22 15:21:48.263709335,1513927308.2637093,192.168.82.72,222.29.98.225,TCP,59027,40002,343895326,3156777493,0,1,0,0,,3145728,0,32,,0.000003017,,,,
3493,2017-12-22 15:21:48.263747429,1513927308.2637475,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343895326,0,1,0,0,,29056,1358,32,,,,,,1358
3494,2017-12-22 15:21:48.264688767,1513927308.2646887,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343896684,0,1,0,0,,29056,1358,32,,,,,,2716
3495,2017-12-22 15:21:48.264692508,1513927308.2646925,192.168.82.72,222.29.98.225,TCP,59027,40002,343898042,3156777493,0,1,0,0,,3145728,0,32,,0.000003741,,,,
3496,2017-12-22 15:21:48.264728829,1513927308.2647288,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343898042,0,1,0,0,,29056,1358,32,,,,,,1358
3497,2017-12-22 15:21:48.265769519,1513927308.2657695,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343899400,0,1,0,0,,29056,1358,32,,,,,,2716
3498,2017-12-22 15:21:48.265773231,1513927308.2657733,192.168.82.72,222.29.98.225,TCP,59027,40002,343900758,3156777493,0,1,0,0,,3145728,0,32,,0.000003712,,,,
3499,2017-12-22 15:21:48.265811047,1513927308.265811,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343900758,0,1,0,0,,29056,1358,32,,,,,,1358
3500,2017-12-22 15:21:48.265851039,1513927308.265851,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343902116,0,1,0,0,,29056,1358,32,,,,,,2716
3501,2017-12-22 15:21:48.265853833,1513927308.265854,192.168.82.72,222.29.98.225,TCP,59027,40002,343903474,3156777493,0,1,0,0,,3145728,0,32,,0.000002794,,,,
3502,2017-12-22 15:21:48.266269408,1513927308.2662694,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343903474,0,1,0,0,,29056,1358,32,,,,,,1358
3503,2017-12-22 15:21:48.266309271,1513927308.2663093,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343904832,0,1,0,0,,29056,1358,32,,,,,,2716
3504,2017-12-22 15:21:48.266312157,1513927308.2663121,192.168.82.72,222.29.98.225,TCP,59027,40002,343906190,3156777493,0,1,0,0,,3145728,0,32,,0.000002886,,,,
3505,2017-12-22 15:21:48.267571019,1513927308.267571,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343906190,0,1,0,0,,29056,1358,32,,,,,,1358
3506,2017-12-22 15:21:48.267613828,1513927308.267614,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343907548,0,1,0,0,,29056,1358,32,,,,,,2716
3507,2017-12-22 15:21:48.267621495,1513927308.2676215,192.168.82.72,222.29.98.225,TCP,59027,40002,343908906,3156777493,0,1,0,0,,3145728,0,32,,0.000007667,,,,
3508,2017-12-22 15:21:48.267651994,1513927308.267652,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343908906,0,1,0,0,,29056,1358,32,,,,,,1358
3509,2017-12-22 15:21:48.268381900,1513927308.2683818,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343910264,0,1,0,0,,29056,1358,32,,,,,,2716
3510,2017-12-22 15:21:48.268401073,1513927308.2684011,192.168.82.72,222.29.98.225,TCP,59027,40002,343911622,3156777493,0,1,0,0,,3145728,0,32,,0.000019173,,,,
3511,2017-12-22 15:21:48.268420987,1513927308.268421,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343911622,0,1,0,0,,29056,1358,32,,,,,,1358
3512,2017-12-22 15:21:48.269593537,1513927308.2695935,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343912980,0,1,0,0,,29056,1358,32,,,,,,2716
3513,2017-12-22 15:21:48.269600835,1513927308.2696009,192.168.82.72,222.29.98.225,TCP,59027,40002,343914338,3156777493,0,1,0,0,,3145728,0,32,,0.000007298,,,,
3514,2017-12-22 15:21:48.269607044,1513927308.269607,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343914338,0,1,0,0,,29056,1358,32,,,,,,1358
3515,2017-12-22 15:21:48.269646031,1513927308.269646,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343915696,0,1,0,0,,29056,1358,32,,,,,,2716
3516,2017-12-22 15:21:48.269650927,1513927308.269651,192.168.82.72,222.29.98.225,TCP,59027,40002,343917054,3156777493,0,1,0,0,,3145728,0,32,,0.000004896,,,,
3517,2017-12-22 15:21:48.270603480,1513927308.2706034,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343917054,0,1,0,0,,29056,1358,32,,,,,,1358
3518,2017-12-22 15:21:48.270645355,1513927308.2706454,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343918412,0,1,0,0,,29056,1358,32,,,,,,2716
3519,2017-12-22 15:21:48.270655647,1513927308.2706556,192.168.82.72,222.29.98.225,TCP,59027,40002,343919770,3156777493,0,1,0,0,,3145728,0,32,,0.000010292,,,,
3520,2017-12-22 15:21:48.270684059,1513927308.270684,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343919770,0,1,0,0,,29056,1358,32,,,,,,1358
3521,2017-12-22 15:21:48.271545617,1513927308.2715456,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343921128,0,1,0,0,,29056,1358,32,,,,,,2716
3522,2017-12-22 15:21:48.271554202,1513927308.2715542,192.168.82.72,222.29.98.225,TCP,59027,40002,343922486,3156777493,0,1,0,0,,3145728,0,32,,0.000008585,,,,
3523,2017-12-22 15:21:48.271585344,1513927308.2715852,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343922486,0,1,0,0,,29056,1358,32,,,,,,1358
3524,2017-12-22 15:21:48.272753598,1513927308.2727537,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343923844,0,1,0,0,,29056,1358,32,,,,,,2716
3525,2017-12-22 15:21:48.272764266,1513927308.2727642,192.168.82.72,222.29.98.225,TCP,59027,40002,343925202,3156777493,0,1,0,0,,3145728,0,32,,0.000010668,,,,
3526,2017-12-22 15:21:48.272792770,1513927308.2727928,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343925202,0,1,0,0,,29056,1358,32,,,,,,1358
3527,2017-12-22 15:21:48.272828922,1513927308.2728288,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343926560,0,1,0,0,,29056,1358,32,,,,,,2716
3528,2017-12-22 15:21:48.272833414,1513927308.2728333,192.168.82.72,222.29.98.225,TCP,59027,40002,343927918,3156777493,0,1,0,0,,3145728,0,32,,0.000004492,,,,
3529,2017-12-22 15:21:48.273738221,1513927308.2737381,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343927918,0,1,0,0,,29056,1358,32,,,,,,1358
3530,2017-12-22 15:21:48.273771566,1513927308.2737715,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343929276,0,1,0,0,,29056,1358,32,,,,,,2716
3531,2017-12-22 15:21:48.273786599,1513927308.2737865,192.168.82.72,222.29.98.225,TCP,59027,40002,343930634,3156777493,0,1,0,0,,3145728,0,32,,0.000015033,,,,
3532,2017-12-22 15:21:48.274641280,1513927308.2746413,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343930634,0,1,0,0,,29056,1358,32,,,,,,1358
3533,2017-12-22 15:21:48.274681405,1513927308.2746813,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343931992,0,1,0,0,,29056,1358,32,,,,,,2716
3534,2017-12-22 15:21:48.274698184,1513927308.2746983,192.168.82.72,222.29.98.225,TCP,59027,40002,343933350,3156777493,0,1,0,0,,3145728,0,32,,0.000016779,,,,
3535,2017-12-22 15:21:48.274718102,1513927308.274718,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343933350,0,1,0,0,,29056,1358,32,,,,,,1358
3536,2017-12-22 15:21:48.275609878,1513927308.27561,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343934708,0,1,0,0,,29056,1358,32,,,,,,2716
3537,2017-12-22 15:21:48.275618158,1513927308.275618,192.168.82.72,222.29.98.225,TCP,59027,40002,343936066,3156777493,0,1,0,0,,3145728,0,32,,0.000008280,,,,
3538,2017-12-22 15:21:48.275643824,1513927308.2756438,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343936066,0,1,0,0,,29056,1358,32,,,,,,1358
3539,2017-12-22 15:21:48.275683070,1513927308.2756832,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343937424,0,1,0,0,,29056,1358,32,,,,,,2716
3540,2017-12-22 15:21:48.275688576,1513927308.2756886,192.168.82.72,222.29.98.225,TCP,59027,40002,343938782,3156777493,0,1,0,0,,3145728,0,32,,0.000005506,,,,
3541,2017-12-22 15:21:48.276354616,1513927308.2763546,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343938782,0,1,0,0,,29056,1358,32,,,,,,1358
3542,2017-12-22 15:21:48.276393234,1513927308.2763932,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343940140,0,1,0,0,,29056,1358,32,,,,,,2716
3543,2017-12-22 15:21:48.276399800,1513927308.2763999,192.168.82.72,222.29.98.225,TCP,59027,40002,343941498,3156777493,0,1,0,0,,3145728,0,32,,0.000006566,,,,
3544,2017-12-22 15:21:48.277625558,1513927308.2776256,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343941498,0,1,0,0,,29056,1358,32,,,,,,1358
3545,2017-12-22 15:21:48.277665088,1513927308.2776651,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343942856,0,1,0,0,,29056,1358,32,,,,,,2716
3546,2017-12-22 15:21:48.277671554,1513927308.2776716,192.168.82.72,222.29.98.225,TCP,59027,40002,343944214,3156777493,0,1,0,0,,3145728,0,32,,0.000006466,,,,
3547,2017-12-22 15:21:48.277705142,1513927308.2777052,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343944214,0,1,0,0,,29056,1358,32,,,,,,1358
3548,2017-12-22 15:21:48.278566627,1513927308.2785666,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343945572,0,1,0,0,,29056,1358,32,,,,,,2716
3549,2017-12-22 15:21:48.278573562,1513927308.2785735,192.168.82.72,222.29.98.225,TCP,59027,40002,343946930,3156777493,0,1,0,0,,3145728,0,32,,0.000006935,,,,
3550,2017-12-22 15:21:48.278606691,1513927308.2786067,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343946930,0,1,0,0,,29056,1358,32,,,,,,1358
3551,2017-12-22 15:21:48.279544730,1513927308.2795448,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343948288,0,1,0,0,,29056,1358,32,,,,,,2716
3552,2017-12-22 15:21:48.279551844,1513927308.2795517,192.168.82.72,222.29.98.225,TCP,59027,40002,343949646,3156777493,0,1,0,0,,3145728,0,32,,0.000007114,,,,
3553,2017-12-22 15:21:48.279585423,1513927308.2795854,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343949646,0,1,0,0,,29056,1358,32,,,,,,1358
3554,2017-12-22 15:21:48.279625032,1513927308.279625,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343951004,0,1,0,0,,29056,1358,32,,,,,,2716
3555,2017-12-22 15:21:48.279630804,1513927308.279631,192.168.82.72,222.29.98.225,TCP,59027,40002,343952362,3156777493,0,1,0,0,,3145728,0,32,,0.000005772,,,,
3556,2017-12-22 15:21:48.280483324,1513927308.2804832,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343952362,0,1,0,0,,29056,1358,32,,,,,,1358
3557,2017-12-22 15:21:48.280520649,1513927308.2805207,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343953720,0,1,0,0,,29056,1358,32,,,,,,2716
3558,2017-12-22 15:21:48.280535014,1513927308.280535,192.168.82.72,222.29.98.225,TCP,59027,40002,343955078,3156777493,0,1,0,0,,3145728,0,32,,0.000014365,,,,
3559,2017-12-22 15:21:48.280564328,1513927308.2805643,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343955078,0,1,0,0,,29056,1358,32,,,,,,1358
3560,2017-12-22 15:21:48.281233442,1513927308.2812335,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343956436,0,1,0,0,,29056,1358,32,,,,,,2716
3561,2017-12-22 15:21:48.281248551,1513927308.2812486,192.168.82.72,222.29.98.225,TCP,59027,40002,343957794,3156777493,0,1,0,0,,3145728,0,32,,0.000015109,,,,
3562,2017-12-22 15:21:48.281270219,1513927308.2812703,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343957794,0,1,0,0,,29056,1358,32,,,,,,1358
3563,2017-12-22 15:21:48.282544348,1513927308.2825444,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343959152,0,1,0,0,,29056,1358,32,,,,,,2716
3564,2017-12-22 15:21:48.282552297,1513927308.2825522,192.168.82.72,222.29.98.225,TCP,59027,40002,343960510,3156777493,0,1,0,0,,3145728,0,32,,0.000007949,,,,
3565,2017-12-22 15:21:48.282583956,1513927308.282584,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343960510,0,1,0,0,,29056,1358,32,,,,,,1358
3566,2017-12-22 15:21:48.283375591,1513927308.2833755,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343961868,0,1,0,0,,29056,1358,32,,,,,,2716
3567,2017-12-22 15:21:48.283382286,1513927308.2833822,192.168.82.72,222.29.98.225,TCP,59027,40002,343963226,3156777493,0,1,0,0,,3145728,0,32,,0.000006695,,,,
3568,2017-12-22 15:21:48.283417107,1513927308.2834172,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343963226,0,1,0,0,,29056,1358,32,,,,,,1358
3569,2017-12-22 15:21:48.283455843,1513927308.2834558,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343964584,0,1,0,0,,29056,1358,32,,,,,,2716
3570,2017-12-22 15:21:48.283462280,1513927308.2834623,192.168.82.72,222.29.98.225,TCP,59027,40002,343965942,3156777493,0,1,0,0,,3145728,0,32,,0.000006437,,,,
3571,2017-12-22 15:21:48.288632898,1513927308.2886329,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343965942,0,1,0,0,,29056,1358,32,,,,,,1358
3572,2017-12-22 15:21:48.288664143,1513927308.288664,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343967300,0,1,0,0,,29056,1358,32,,,,,,2716
3573,2017-12-22 15:21:48.288677007,1513927308.288677,192.168.82.72,222.29.98.225,TCP,59027,40002,343968658,3156777493,0,1,0,0,,3145728,0,32,,0.000012864,,,,
3574,2017-12-22 15:21:48.289547155,1513927308.2895472,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343968658,0,1,0,0,,29056,1358,32,,,,,,1358
3575,2017-12-22 15:21:48.289582172,1513927308.2895823,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343970016,0,1,0,0,,29056,1358,32,,,,,,2716
3576,2017-12-22 15:21:48.289591497,1513927308.2895916,192.168.82.72,222.29.98.225,TCP,59027,40002,343971374,3156777493,0,1,0,0,,3145728,0,32,,0.000009325,,,,
3577,2017-12-22 15:21:48.289628942,1513927308.289629,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343971374,0,1,0,0,,29056,1358,32,,,,,,1358
3578,2017-12-22 15:21:48.290480468,1513927308.2904804,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343972732,0,1,0,0,,29056,1358,32,,,,,,2716
3579,2017-12-22 15:21:48.290490611,1513927308.2904906,192.168.82.72,222.29.98.225,TCP,59027,40002,343974090,3156777493,0,1,0,0,,3145728,0,32,,0.000010143,,,,
3580,2017-12-22 15:21:48.290518147,1513927308.290518,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343974090,0,1,0,0,,29056,1358,32,,,,,,1358
3581,2017-12-22 15:21:48.291446234,1513927308.2914462,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343975448,0,1,0,0,,29056,1358,32,,,,,,2716
3582,2017-12-22 15:21:48.291461204,1513927308.2914612,192.168.82.72,222.29.98.225,TCP,59027,40002,343976806,3156777493,0,1,0,0,,3145728,0,32,,0.000014970,,,,
3583,2017-12-22 15:21:48.291480746,1513927308.2914808,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343976806,0,1,0,0,,29056,1358,32,,,,,,1358
3584,2017-12-22 15:21:48.292545806,1513927308.2925458,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343978164,0,1,0,0,,29056,1358,32,,,,,,2716
3585,2017-12-22 15:21:48.292552235,1513927308.2925522,192.168.82.72,222.29.98.225,TCP,59027,40002,343979522,3156777493,0,1,0,0,,3145728,0,32,,0.000006429,,,,
3586,2017-12-22 15:21:48.292583531,1513927308.2925835,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343979522,0,1,0,0,,29056,1358,32,,,,,,1358
3587,2017-12-22 15:21:48.293354067,1513927308.293354,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343980880,0,1,0,0,,29056,1358,32,,,,,,2716
3588,2017-12-22 15:21:48.293362335,1513927308.2933624,192.168.82.72,222.29.98.225,TCP,59027,40002,343982238,3156777493,0,1,0,0,,3145728,0,32,,0.000008268,,,,
3589,2017-12-22 15:21:48.293391970,1513927308.293392,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343982238,0,1,0,0,,29056,1358,32,,,,,,1358
3590,2017-12-22 15:21:48.294521872,1513927308.2945218,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343983596,0,1,0,0,,29056,1358,32,,,,,,2716
3591,2017-12-22 15:21:48.294529309,1513927308.2945292,192.168.82.72,222.29.98.225,TCP,59027,40002,343984954,3156777493,0,1,0,0,,3145728,0,32,,0.000007437,,,,
3592,2017-12-22 15:21:48.294563448,1513927308.2945635,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343984954,0,1,0,0,,29056,1358,32,,,,,,1358
3593,2017-12-22 15:21:48.294601526,1513927308.2946014,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343986312,0,1,0,0,,29056,1358,32,,,,,,2716
3594,2017-12-22 15:21:48.294606267,1513927308.2946062,192.168.82.72,222.29.98.225,TCP,59027,40002,343987670,3156777493,0,1,0,0,,3145728,0,32,,0.000004741,,,,
3595,2017-12-22 15:21:48.295506772,1513927308.2955067,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343987670,0,1,0,0,,29056,1358,32,,,,,,1358
3596,2017-12-22 15:21:48.295541508,1513927308.2955415,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343989028,0,1,0,0,,29056,1358,32,,,,,,2716
3597,2017-12-22 15:21:48.295555926,1513927308.2955558,192.168.82.72,222.29.98.225,TCP,59027,40002,343990386,3156777493,0,1,0,0,,3145728,0,32,,0.000014418,,,,
3598,2017-12-22 15:21:48.296448802,1513927308.2964487,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343990386,0,1,0,0,,29056,1358,32,,,,,,1358
3599,2017-12-22 15:21:48.296480982,1513927308.296481,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343991744,0,1,0,0,,29056,1358,32,,,,,,2716
3600,2017-12-22 15:21:48.296490711,1513927308.2964907,192.168.82.72,222.29.98.225,TCP,59027,40002,343993102,3156777493,0,1,0,0,,3145728,0,32,,0.000009729,,,,
3601,2017-12-22 15:21:48.297635330,1513927308.2976353,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343993102,0,1,0,0,,29056,1358,32,,,,,,1358
3602,2017-12-22 15:21:48.297666801,1513927308.2976668,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343994460,0,1,0,0,,29056,1358,32,,,,,,2716
3603,2017-12-22 15:21:48.297678493,1513927308.2976785,192.168.82.72,222.29.98.225,TCP,59027,40002,343995818,3156777493,0,1,0,0,,3145728,0,32,,0.000011692,,,,
3604,2017-12-22 15:21:48.297707021,1513927308.297707,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343995818,0,1,0,0,,29056,1358,32,,,,,,1358
3605,2017-12-22 15:21:48.298646370,1513927308.2986465,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343997176,0,1,0,0,,29056,1358,32,,,,,,2716
3606,2017-12-22 15:21:48.298651783,1513927308.2986517,192.168.82.72,222.29.98.225,TCP,59027,40002,343998534,3156777493,0,1,0,0,,3145728,0,32,,0.000005413,,,,
3607,2017-12-22 15:21:48.298685266,1513927308.2986853,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343998534,0,1,0,0,,29056,1358,32,,,,,,1358
3608,2017-12-22 15:21:48.299253580,1513927308.2992535,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,343999892,0,1,0,0,,29056,1358,32,,,,,,2716
3609,2017-12-22 15:21:48.299264774,1513927308.2992647,192.168.82.72,222.29.98.225,TCP,59027,40002,344001250,3156777493,0,1,0,0,,3145728,0,32,,0.000011194,,,,
3610,2017-12-22 15:21:48.299289325,1513927308.2992892,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,344001250,0,1,0,0,,29056,1358,32,,,,,,1358
3611,2017-12-22 15:21:48.300522889,1513927308.3005228,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,344002608,0,1,0,0,,29056,1358,32,,,,,,2716
3612,2017-12-22 15:21:48.300534626,1513927308.3005347,192.168.82.72,222.29.98.225,TCP,59027,40002,344003966,3156777493,0,1,0,0,,3145728,0,32,,0.000011737,,,,
3613,2017-12-22 15:21:48.303604113,1513927308.3036041,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,344003966,0,1,0,0,,29056,1358,32,,,,,,1358
3614,2017-12-22 15:21:48.303643844,1513927308.303644,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,344005324,0,1,0,0,,29056,1358,32,,,,,,2716
3615,2017-12-22 15:21:48.303650453,1513927308.3036504,192.168.82.72,222.29.98.225,TCP,59027,40002,344006682,3156777493,0,1,0,0,,3145728,0,32,,0.000006609,,,,
3616,2017-12-22 15:21:48.308196856,1513927308.3081968,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,344006682,0,1,0,0,,29056,1358,32,,,,,,1358
3617,2017-12-22 15:21:48.312508889,1513927308.3125088,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,344008040,0,1,0,0,,29056,1358,32,,,,,,2716
3618,2017-12-22 15:21:48.312537421,1513927308.3125374,192.168.82.72,222.29.98.225,TCP,59027,40002,344009398,3156777493,0,1,0,0,,3145728,0,32,,0.000028532,,,,
3619,2017-12-22 15:21:48.319611814,1513927308.3196118,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,344009398,0,1,0,0,,29056,1358,32,,,,,,1358
3620,2017-12-22 15:21:48.319643609,1513927308.3196435,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,344010756,0,1,0,0,,29056,1358,32,,,,,,2716
3621,2017-12-22 15:21:48.319660628,1513927308.3196607,192.168.82.72,222.29.98.225,TCP,59027,40002,344012114,3156777493,0,1,0,0,,3145728,0,32,,0.000017019,,,,
3622,2017-12-22 15:21:48.325553921,1513927308.325554,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,344012114,0,1,0,0,,29056,1358,32,,,,,,1358
3623,2017-12-22 15:21:48.325596824,1513927308.3255968,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,344013472,0,1,0,0,,29056,1358,32,,,,,,2716
3624,2017-12-22 15:21:48.325604700,1513927308.3256047,192.168.82.72,222.29.98.225,TCP,59027,40002,344014830,3156777493,0,1,0,0,,3145728,0,32,,0.000007876,,,,
3625,2017-12-22 15:21:48.326658897,1513927308.326659,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,344014830,0,1,0,0,,29056,1358,32,,,,,,1358
3626,2017-12-22 15:21:48.326659671,1513927308.3266597,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,344016188,0,1,0,0,,29056,1358,32,,,,,,2716
3627,2017-12-22 15:21:48.326696582,1513927308.3266966,192.168.82.72,222.29.98.225,TCP,59027,40002,344017546,3156777493,0,1,0,0,,3145728,0,32,,0.000036911,,,,
3628,2017-12-22 15:21:48.327590593,1513927308.3275907,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,344017546,0,1,0,0,,29056,1358,32,,,,,,1358
3629,2017-12-22 15:21:48.328593113,1513927308.328593,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,344018904,0,1,0,0,,29056,1358,32,,,,,,2716
